pid;name;born;nationality;features
23351227160012;;2000;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,BARVA OČÍ hnědá
17220914060707;;1949;CZ;POSTAVA obézní,BARVA OČÍ hnědá
12020418160012;;1994;HR;BARVA VLASŮ hnědé,BARVA OČÍ hnědá
9210418121408;;1968;CZ;POSTAVA hubená,BARVA VLASŮ hnědočerné BARVA VLASŮ šedé,TVAR VLASŮ rovné,BARVA VOUSŮ hnědé TVAR VOUSŮ hladké STŘIH VOUSŮ knír,BARVA OČÍ hnědá,ZNALOST JAZYKŮ rómský
13101220160703;;1994;CZ;POSTAVA hubená,BARVA VLASŮ plavé (blond),TVAR VLASŮ rovné,BARVA OČÍ modrá
13290915150107;;1981;MNG;2
12110925151801;;1992;CZ;POSTAVA hubená,BARVA VLASŮ hnědočerné,STŘIH VOUSŮ bradka,BARVA OČÍ hnědá
13360824161409;;1989;TN;POSTAVA střední,BARVA VLASŮ černé,TVAR VLASŮ kudrnaté,BARVA VOUSŮ černé STŘIH VOUSŮ plnovous,BARVA OČÍ hnědá,TETOVÁNÍ LEVÉ RAMENO TETOVÁNÍ PRAVÉ RAMENO
19041107111405;;1978;CZ;POSTAVA střední,BARVA VLASŮ hnědé,BARVA OČÍ modrá
13561017160707;;1982;CZ;POSTAVA střední,BARVA VLASŮ hnědočerné,BARVA OČÍ hnědá
7410107160707;;1981;SK;BARVA VLASŮ černé
9530315000106;;1966;UA;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
9270214170704;;1989;CZ;POSTAVA střední,TVAR VLASŮ kadeřavé,BARVA OČÍ hnědá
9510313030020;;1947;TN;POSTAVA střední,BARVA VLASŮ černé,BARVA OČÍ černá
11250203030002;;1971;TN;POSTAVA hubená POSTAVA střední,BARVA VLASŮ černé,BARVA OČÍ černá
8071217140502;;1980;TN;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
10130109130014;;1974;TN;POSTAVA hubená,BARVA VLASŮ černé,BARVA OČÍ zelená
11241202150011;;1961;DZ;POSTAVA střední,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA OČÍ zelená
13151107160111;;1977;SK;POSTAVA střední,BARVA VLASŮ plavé (blond),STŘIH VOUSŮ strniště,BARVA OČÍ šedá
14330709140011;;1967;CZ;POSTAVA střední,BARVA VLASŮ hnědé,BARVA VOUSŮ hnědé STŘIH VOUSŮ knír STŘIH VOUSŮ plnovous
5400116171804;;1974;CZ;POSTAVA střední,BARVA VLASŮ černé,BARVA OČÍ šedá BARVA OČÍ modrá,ZNALOST JAZYKŮ rómský
11250203030002;;1971;TN;POSTAVA hubená POSTAVA střední,BARVA VLASŮ černé,BARVA OČÍ černá
10410208170403;;1995;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ modrá
8170526160107;;1986;CZ;POSTAVA hubená,BARVA VLASŮ černé,BARVA OČÍ hnědá
19390128170301;;;;2
8000228171902;;1983;CZ;2
12300209050509;;1961;CZ;POSTAVA hubená,BARVA VLASŮ černé,STŘIH VOUSŮ knír,BARVA OČÍ modrá
14530822160305;;1978;SK;2
10590729140014;;1974;SK;POSTAVA hubená,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,STŘIH VOUSŮ oholen,BARVA OČÍ šedá,TETOVÁNÍ LEVÉ PŘEDLOKTÍ
8170204980408;;1947;CZ;2
9361223160105;;1974;CZ;POSTAVA střední
13370425010020;;1957;CZ;POSTAVA střední,BARVA VLASŮ černé
8541202100012;;1967;EAT;POSTAVA střední,BARVA VLASŮ černé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
18530222990006;;1915;CZ;POSTAVA střední,BARVA OČÍ modrá
14200221110103;;1972;CZ;BARVA VLASŮ hnědé,BARVA OČÍ hnědá
12540913160304;;1972;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA VOUSŮ prošedivělé STŘIH VOUSŮ strniště,BARVA OČÍ modrá
12190519090707;;1974;CZ;POSTAVA hubená,BARVA VLASŮ hnědočerné,BARVA OČÍ modrá
15040903020006;;1966;CZ;POSTAVA hubená,BARVA VLASŮ černé,TVAR VLASŮ kudrnaté,BARVA OČÍ modrá
12570429161616;;;;2
13150328110507;;1959;USA;POSTAVA střední,BARVA VLASŮ hnědé
12151025101511;;1977;CZ;POSTAVA střední,BARVA VLASŮ plavé (blond),BARVA OČÍ modrá
8080108130012;;1988;UA;POSTAVA střední,BARVA VLASŮ hnědé,BARVA OČÍ hnědá
7560602150014;;1969;RUS;POSTAVA střední,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA OČÍ hnědá
12140209150011;;1968;UA;POSTAVA hubená,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
1400307170407;;1999;CZ;POSTAVA hubená,BARVA VLASŮ plavé (blond),TVAR VLASŮ rovné,BARVA OČÍ hnědá
9160203170707;;1995;CZ;POSTAVA střední,BARVA VLASŮ černé,BARVA OČÍ hnědá
11140316110409;;1972;D;POSTAVA střední,BARVA VLASŮ hnědočerné,BARVA OČÍ hnědá,TETOVÁNÍ LEVÁ PAŽE TETOVÁNÍ PRAVÁ PAŽE VZADU,ZNALOST JAZYKŮ německý
6340916151804;;1986;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,BARVA OČÍ zelená BARVA OČÍ hnědá
12550909100409;;1983;CZ;POSTAVA hubená,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA VOUSŮ hnědočerné TVAR VOUSŮ hladké HUSTOTA VOUSŮ prořídlé STŘIH VOUSŮ bradka,BARVA OČÍ hnědá
10010203170602;;;;2
10350811090309;;1982;CZ;POSTAVA obézní,BARVA VLASŮ černé,BARVA OČÍ hnědá,            
10160827150701;;1974;CZ;POSTAVA střední,BARVA VLASŮ černé,TVAR VLASŮ rovné,STŘIH VOUSŮ oholen,BARVA OČÍ hnědá
11271127151805;;1981;PL;POSTAVA hubená,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA OČÍ modrá
11081010160409;;1997;CZ;POSTAVA hubená,BARVA VLASŮ hnědočerné,BARVA OČÍ hnědá
13390123150603;;1972;CZ;2
10400804160407;;1997;CZ;POSTAVA hubená,BARVA VLASŮ černé,BARVA OČÍ černá
11430130170410;;1976;CZ;2
21220322020301;;1932;CZ;POSTAVA střední,BARVA VLASŮ šedé,BARVA OČÍ modrá
14361105080408;;1984;CZ;POSTAVA hubená,BARVA VLASŮ hnědočerné,BARVA OČÍ hnědá
10221025111409;;1954;CZ;POSTAVA střední,BARVA VLASŮ šedé,BARVA OČÍ hnědá
9340831040710;;1955;CZ;POSTAVA střední,BARVA VLASŮ hnědé
13300119150410;;1966;CZ;POSTAVA střední,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,STŘIH VOUSŮ bradka,BARVA OČÍ hnědá
15040617161902;;1970;D;2
8180725130408;;1975;CZ;POSTAVA střední POSTAVA obézní,BARVA VLASŮ černé,TVAR VLASŮ vlnité,BARVA OČÍ hnědá
13121212160014;;1972;F;POSTAVA střední,BARVA VLASŮ černé,TVAR VLASŮ kudrnaté,BARVA OČÍ černá
13310204030201;;1944;MK;POSTAVA hubená,BARVA VLASŮ šedé,TVAR VLASŮ vlnité,BARVA OČÍ hnědá,ZNALOST JAZYKŮ německý ZNALOST JAZYKŮ anglický
9110506160011;;1989;LV;POSTAVA střední,BARVA VLASŮ plavé (blond),BARVA OČÍ modrá
17550111100020;;1961;IL;POSTAVA střední
17260611151405;;1971;BIH;POSTAVA obézní,BARVA VLASŮ hnědočerné,STŘIH VOUSŮ strniště,BARVA OČÍ hnědá
15060830160310;;1991;RO;2
7350111121508;;1959;RUS;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
13151112010602;;1965;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,TVAR VLASŮ rovné
14250702980010;;1966;RUS;POSTAVA střední,BARVA VLASŮ černé,BARVA OČÍ zelená,ZNAL.JAZYKŮ ruský
14290329160304;;1974;LV;2
12150726160602;;1988;MOA;POSTAVA střední,BARVA VLASŮ hnědé,BARVA OČÍ modrá
9030313120305;;1966;UA;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA VOUSŮ hnědé STŘIH VOUSŮ knír,BARVA OČÍ modrá
14000429150116;;1957;PL;POSTAVA střední,TVAR VLASŮ rovné,BARVA OČÍ šedá
15240709151902;;1955;CZ;2
15000319150102;;1978;SK;POSTAVA střední,BARVA VLASŮ hnědočerné,STŘIH VOUSŮ oholen,BARVA OČÍ hnědá
17231121160102;;1982;SK;POSTAVA obézní,BARVA VLASŮ černé,TVAR VLASŮ rovné,STŘIH VOUSŮ knír STŘIH VOUSŮ bradka,BARVA OČÍ hnědá
11270921160407;;1996;CZ;POSTAVA hubená,BARVA VLASŮ černé,TVAR VLASŮ rovné,BARVA VOUSŮ černé TVAR VOUSŮ hladké STŘIH VOUSŮ strniště,BARVA OČÍ hnědá
13090901160014;;1967;CZ;POSTAVA střední,TVAR VLASŮ rovné
14050130170408;;1998;CZ;2
12420309170408;;;;2
9410107000308;;1970;CZ;POSTAVA střední,BARVA VLASŮ černé,TVAR VLASŮ vlnité,BARVA OČÍ hnědá
9160321141706;;1978;BG;2
14190429130606;;1966;CZ;POSTAVA hubená,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA VOUSŮ hnědé TVAR VOUSŮ hladké STŘIH VOUSŮ plnovous,BARVA OČÍ šedá
9090217170707;;1987;CZ;POSTAVA střední,BARVA VLASŮ hnědé,BARVA OČÍ hnědá
8270112070109;;1926;CZ;POSTAVA střední,BARVA VLASŮ šedé,TVAR VLASŮ vlnité,BARVA OČÍ modrá
10230410130602;;1979;CZ;BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
10480127170403;;1989;CZ;POSTAVA hubená,BARVA VLASŮ hnědočerné,STŘIH VOUSŮ strniště,BARVA OČÍ hnědá
12311215161909;;1986;CZ;POSTAVA střední,BARVA VLASŮ černé,TVAR VLASŮ vlnité,BARVA VOUSŮ černé HUSTOTA VOUSŮ středně husté STŘIH VOUSŮ oholen,BARVA OČÍ hnědá
11350130170201;;1989;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,BARVA VOUSŮ hnědočerné STŘIH VOUSŮ strniště,BARVA OČÍ hnědá
14370929161411;;1999;CZ;POSTAVA hubená,BARVA VLASŮ černé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
13050617131409;;1984;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
10500813100706;;1970;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné
13190429160115;;1975;CZ;POSTAVA střední,BARVA VLASŮ hnědé,BARVA OČÍ šedá
9190206170203;;1981;CZ;POSTAVA střední,BARVA VLASŮ hnědé,BARVA OČÍ hnědá
15090226130012;;1973;CZ;POSTAVA střední
16330812050302;;1976;VN;POSTAVA hubená,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,STŘIH VOUSŮ oholen,BARVA OČÍ hnědá
14281207160012;;1982;H;POSTAVA střední
8320926160706;;1979;CZ;2
8470409150012;;1968;CZ;POSTAVA střední POSTAVA obézní,BARVA VLASŮ hnědé,BARVA OČÍ hnědá
15110601040707;;1936;CZ;POSTAVA hubená,BARVA VLASŮ šedé,BARVA OČÍ modrá
10490305150011;;1961;SK;POSTAVA střední,BARVA VLASŮ plavé (blond),TVAR VLASŮ rovné,BARVA VOUSŮ plavé STŘIH VOUSŮ knír,BARVA OČÍ modrá
13070301170106;;1963;CZ;POSTAVA střední,BARVA VLASŮ hnědočerné BARVA VLASŮ šedé,BARVA OČÍ šedá
15120214170102;;1995;CZ;POSTAVA hubená,BARVA VLASŮ plavé (blond),TVAR VLASŮ rovné,STŘIH VOUSŮ oholen STŘIH VOUSŮ strniště,BARVA OČÍ hnědá
22170517131405;;1965;CZ;POSTAVA hubená,BARVA VLASŮ hnědočerné,STŘIH VOUSŮ knír STŘIH VOUSŮ strniště,BARVA OČÍ šedá BARVA OČÍ modrá
13590406160305;;1989;SK;POSTAVA střední,BARVA VLASŮ hnědé,BARVA OČÍ modrá
11460521131903;;1985;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,STŘIH VOUSŮ oholen,BARVA OČÍ šedá
13580908980111;;1976;UA;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ zelená BARVA OČÍ hnědá
9130130170304;;1958;CZ;POSTAVA hubená,BARVA VLASŮ černé,BARVA OČÍ hnědá
14220228171405;;1969;SK;POSTAVA obézní,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
9270920010709;;1964;UA;POSTAVA střední,BARVA VLASŮ ryšavé,TVAR VLASŮ rovné,BARVA VOUSŮ ryšavé STŘIH VOUSŮ knír,BARVA OČÍ modrá BARVA OČÍ zelená,ZNAL.JAZYKŮ ruský
10100520040402;;1954;CZ;POSTAVA střední,BARVA VLASŮ hnědé,STŘIH VOUSŮ knír
13500730151405;;1980;CZ;POSTAVA hubená,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA OČÍ modrá,TETOVÁNÍ LEVÉ PŘEDLOKTÍ
17220303170014;;;;2
15190615121805;;1982;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
16290119170704;;1961;CZ;POSTAVA střední,BARVA VLASŮ šedé,TVAR VLASŮ rovné
14000801160116;;1978;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
13290322120201;;1978;CZ;POSTAVA hubená,TVAR VLASŮ vlnité,BARVA VOUSŮ černé BARVA VOUSŮ prošedivělé TVAR VOUSŮ vlnité HUSTOTA VOUSŮ husté STŘIH VOUSŮ bradka,BARVA OČÍ hnědá,ZNALOST JAZYKŮ rómský
10560608160507;;;;2
8330801130012;;1980;RUS;POSTAVA střední,BARVA VLASŮ hnědé,STŘIH VOUSŮ oholen,BARVA OČÍ hnědá
17200227170702;;1992;CZ;POSTAVA střední,BARVA VLASŮ plavé (blond),BARVA OČÍ modrá
14110210110012;;1946;B;POSTAVA střední POSTAVA obézní,BARVA VLASŮ hnědočerné BARVA VLASŮ bílé,BARVA OČÍ hnědá
10550116170707;;1984;CZ;POSTAVA střední,BARVA VLASŮ hnědé,BARVA OČÍ modrá
16120721000102;;1977;UA;POSTAVA střední,BARVA VLASŮ černé,BARVA OČÍ hnědá
8270308170208;;1969;CZ;POSTAVA střední,BARVA OČÍ zelená
14300926160104;;1976;UA;POSTAVA střední,BARVA OČÍ hnědá
9361012150103;;1982;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ zelená
11200908141520;;1967;H;2
12551114160202;;1974;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ modrá BARVA OČÍ zelená
8501021140206;;1980;RO;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ modrá
12180624980702;;1969;CZ;POSTAVA střední,BARVA VLASŮ černé,BARVA OČÍ hnědá
15000303050702;;1963;CZ;POSTAVA střední,BARVA VLASŮ hnědé,BARVA OČÍ hnědá
14201216160012;;1976;RO;POSTAVA střední,BARVA VLASŮ hnědočerné,STŘIH VOUSŮ bradka,BARVA OČÍ hnědá,ZNALOST JAZYKŮ rumunský
11100119170707;;1963;SK;POSTAVA hubená,BARVA VLASŮ šedé,BARVA OČÍ modrá
9220513161801;;1974;CZ;POSTAVA obézní,BARVA VLASŮ hnědočerné,STŘIH VOUSŮ strniště,BARVA OČÍ hnědá
11411128040112;;1977;UA;POSTAVA střední,BARVA VLASŮ černé
10360830130408;;1963;CZ;2
8210426160012;;1960;UA;POSTAVA střední,BARVA VLASŮ šedé,TVAR VLASŮ rovné
14560620120108;;1958;CZ;POSTAVA střední,BARVA VLASŮ plavé (blond),TVAR VLASŮ vlnité,BARVA OČÍ modrá
10110124171902;;1985;CZ;2
10170430140106;;1984;CZ;NA,            
10170430140106;;1984;CZ;NA,            
7590427070303;;1961;CZ;POSTAVA hubená,BARVA VLASŮ hnědé BARVA VLASŮ šedé,TVAR VLASŮ rovné,STŘIH VOUSŮ knír STŘIH VOUSŮ bradka,BARVA OČÍ modrá
14141019150504;;1984;SK;POSTAVA hubená,BARVA VLASŮ hnědočerné,TVAR VLASŮ kadeřavé,BARVA VOUSŮ hnědočerné TVAR VOUSŮ hladké HUSTOTA VOUSŮ středně husté STŘIH VOUSŮ strniště,BARVA OČÍ zelená BARVA OČÍ hnědá
7300323160602;;1974;CZ;POSTAVA střední,BARVA VLASŮ hnědé,BARVA OČÍ hnědá,JIZVA LEVÁ TVAŘ
8321221150012;;1958;RUS;POSTAVA střední,TVAR VLASŮ rovné
11340325101804;;1953;SK;POSTAVA hubená,BARVA VLASŮ hnědé,BARVA OČÍ hnědá,ZNALOST JAZYKŮ slovenský
10220715150011;;1978;RUS;POSTAVA střední,BARVA VLASŮ hnědé,BARVA OČÍ hnědá
11301211150305;;1956;UA;POSTAVA střední,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,STŘIH VOUSŮ strniště,BARVA OČÍ zelená
11231122060107;;1953;PL;POSTAVA hubená,BARVA VLASŮ černé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
11270116121902;;1974;CZ;NA,            
11180117171805;;1978;SK;POSTAVA hubená,BARVA VLASŮ hnědé BARVA VLASŮ šedé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
9410630160602;;1966;CZ;POSTAVA střední,BARVA VLASŮ šedé
14010825160012;;1981;CZ;POSTAVA hubená,BARVA VLASŮ hnědé
15320917151902;;1982;CZ;2
8040308170707;;2002;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,STŘIH VOUSŮ oholen,BARVA OČÍ hnědá
13320506030502;;1964;MA;POSTAVA střední,BARVA VLASŮ černé,TVAR VLASŮ vlnité,BARVA OČÍ hnědá
11250203030002;;1971;TN;POSTAVA hubená POSTAVA střední,BARVA VLASŮ černé,BARVA OČÍ černá
10450810160208;;1985;CZ;POSTAVA hubená,BARVA OČÍ modrá
13370601040707;;1955;GR;POSTAVA střední
13521124110106;;1963;RUS;POSTAVA střední,BARVA VLASŮ hnědé,BARVA OČÍ modrá
10320930130013;;1978;UA;POSTAVA střední,BARVA VLASŮ hnědočerné
8210426160012;;1960;UA;POSTAVA střední,BARVA VLASŮ šedé,TVAR VLASŮ rovné
10181022150013;;1959;SRB;POSTAVA střední,BARVA VLASŮ černé
9400618010008;;1918;CZ;POSTAVA hubená,BARVA VLASŮ šedé,TVAR VLASŮ vlnité,BARVA OČÍ modrá
11000319020406;;1968;CZ;POSTAVA střední,BARVA VLASŮ hnědočerné,TVAR VLASŮ kadeřavé,BARVA OČÍ hnědá
10391109121610;;1975;CZ;POSTAVA střední,BARVA VLASŮ černé,TVAR VLASŮ rovné,BARVA VOUSŮ černé TVAR VOUSŮ hladké HUSTOTA VOUSŮ středně husté STŘIH VOUSŮ knír STŘIH VOUSŮ bradka,BARVA OČÍ hnědá,            
8350422160606;;1968;CZ;POSTAVA hubená POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
11470206170102;;1988;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,STŘIH VOUSŮ oholen,BARVA OČÍ modrá
11120216171508;;1978;CZ;POSTAVA hubená,BARVA VLASŮ černé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
14310304110604;;1952;RUS;POSTAVA střední,BARVA VLASŮ šedé,TVAR VLASŮ rovné,STŘIH VOUSŮ oholen,BARVA OČÍ šedá,ZNAL.JAZYKŮ ruský
15150913130410;;1965;CZ;2
14181110160103;;1966;CZ;POSTAVA obézní,BARVA VLASŮ hnědé BARVA VLASŮ šedé,TVAR VLASŮ vlnité,STŘIH VOUSŮ oholen,BARVA OČÍ hnědá
15070618030708;;1965;CZ;POSTAVA střední,BARVA VLASŮ plavé (blond) BARVA VLASŮ hnědé,TVAR VLASŮ rovné
14010716090707;;1980;CZ;POSTAVA střední,BARVA VLASŮ hnědé,STŘIH VOUSŮ oholen,BARVA OČÍ zelená
8491230090201;;1960;CZ;POSTAVA hubená,BARVA VLASŮ plavé (blond)
13511004000613;;1964;CZ;POSTAVA hubená,BARVA VLASŮ černé,TVAR VLASŮ vlnité,BARVA OČÍ zelená
8020120171804;;1959;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ vlnité TVAR VLASŮ kudrnaté,BARVA VOUSŮ hnědé TVAR VOUSŮ vlnité STŘIH VOUSŮ knír STŘIH VOUSŮ plnovous STŘIH VOUSŮ bradka,BARVA OČÍ hnědá
9040130170012;;1988;CZ;POSTAVA střední,BARVA VLASŮ hnědé,STŘIH VOUSŮ oholen,BARVA OČÍ modrá
9541003160505;;1986;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,TVAR VLASŮ vlnité,BARVA OČÍ hnědá
15500620120707;;1983;CZ;POSTAVA střední
8230217160703;;1974;CZ;POSTAVA střední,BARVA VLASŮ hnědé,BARVA OČÍ modrá
11280105170409;;1996;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ modrá
8331019160407;;1988;CZ;2
11031212160707;;1990;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,STŘIH VOUSŮ oholen,BARVA OČÍ hnědá
15271118141409;;1975;CZ;POSTAVA obézní,BARVA VLASŮ plavé (blond) BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA VOUSŮ plavé BARVA VOUSŮ hnědé STŘIH VOUSŮ strniště,BARVA OČÍ modrá
12191103160602;;1964;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
21510303161909;;1957;CZ;POSTAVA střední,BARVA VLASŮ černé,TVAR VLASŮ rovné,BARVA VOUSŮ ryšavé STŘIH VOUSŮ bradka,BARVA OČÍ šedá,            
8521104110704;;1977;CZ;POSTAVA střední,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné
9120107160014;;1968;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
19040224170201;;1980;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA VOUSŮ hnědočerné TVAR VOUSŮ hladké HUSTOTA VOUSŮ středně husté STŘIH VOUSŮ plnovous STŘIH VOUSŮ strniště,BARVA OČÍ modrá
18030319121409;;1963;CZ;POSTAVA střední,BARVA VLASŮ šedé,BARVA OČÍ hnědá
13101106130703;;1953;CZ;POSTAVA střední,BARVA VLASŮ hnědočerné,BARVA OČÍ hnědá
9180207170107;;1981;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ modrá
9210221171804;;1983;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ zelená BARVA OČÍ hnědá
13551021160011;;1987;RUS;POSTAVA střední
14470307170707;;1996;CZ;POSTAVA střední,BARVA VLASŮ hnědočerné,STŘIH VOUSŮ oholen,BARVA OČÍ zelená
22501201160604;;1999;CZ;POSTAVA hubená,BARVA VLASŮ plavé (blond),TVAR VLASŮ rovné,STŘIH VOUSŮ nepotřebuje se holit,BARVA OČÍ zelená
8530712160602;;1989;CZ;POSTAVA hubená,BARVA VLASŮ černé
8441110150104;;1972;CZ;POSTAVA hubená,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA OČÍ šedá
13520914090401;;1975;CZ;POSTAVA střední,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA VOUSŮ hnědočerné TVAR VOUSŮ hladké HUSTOTA VOUSŮ středně husté STŘIH VOUSŮ knír STŘIH VOUSŮ bradka STŘIH VOUSŮ strniště,            
15090511160507;;1972;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ modrá,            
13131128160613;;1971;CZ;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ vlnité,BARVA OČÍ hnědá
9410407160407;;1992;CZ;POSTAVA hubená,BARVA VLASŮ plavé (blond),TVAR VLASŮ rovné,BARVA VOUSŮ plavé TVAR VOUSŮ vlnité STŘIH VOUSŮ knír STŘIH VOUSŮ bradka STŘIH VOUSŮ strniště,BARVA OČÍ modrá
11430826161610;;1984;SK;POSTAVA střední,BARVA VLASŮ hnědé,TVAR VLASŮ rovné,BARVA OČÍ hnědá,ZNALOST JAZYKŮ slovenský
6120924050511;;1924;CZ;POSTAVA hubená,BARVA VLASŮ šedé,TVAR VLASŮ rovné,STŘIH VOUSŮ oholen,BARVA OČÍ šedá BARVA OČÍ zelená
420602130102;;1991;CZ;POSTAVA hubená,BARVA VLASŮ plavé (blond),TVAR VLASŮ rovné,STŘIH VOUSŮ oholen,BARVA OČÍ modrá,JIZVA PRAVÉ LÝTKO VZADU
13311213990707;;1946;CZ;POSTAVA střední
12511219161909;;1982;CZ;POSTAVA střední,BARVA VLASŮ hnědé,STŘIH VOUSŮ oholen STŘIH VOUSŮ strniště,BARVA OČÍ zelená BARVA OČÍ hnědá
8030116170014;;1982;CZ;POSTAVA střední,BARVA VLASŮ hnědočerné,BARVA OČÍ hnědá
15120112170403;;1999;CZ;POSTAVA střední,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA OČÍ hnědá
12530116130104;;1983;RO;POSTAVA hubená,BARVA VLASŮ hnědočerné,BARVA OČÍ hnědá
17370102171805;;1972;PL;2
14061115160304;;1971;CZ;BARVA VLASŮ hnědé
14181212161804;;;;2
20490222171405;;1971;CZ;BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA OČÍ šedá BARVA OČÍ modrá
10230630140408;;1986;CZ;2
15230814130304;;1969;CZ;POSTAVA hubená,BARVA VLASŮ hnědé,BARVA OČÍ hnědá
10201103150013;;1988;CZ;BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné,BARVA OČÍ hnědá
20371121120114;;1970;CZ;POSTAVA střední,BARVA VLASŮ hnědé,BARVA OČÍ zelená,            
13250823130014;;1984;VN;POSTAVA hubená,BARVA VLASŮ hnědočerné,TVAR VLASŮ rovné
15350220130104;;1986;VN;POSTAVA hubená,BARVA VLASŮ černé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
15010403120108;;1989;VN;POSTAVA hubená,BARVA VLASŮ černé,TVAR VLASŮ rovné,BARVA OČÍ černá
13420302100310;;1982;VN;POSTAVA hubená,BARVA VLASŮ hnědočerné,BARVA OČÍ hnědá,            
8141014160409;;1967;VN;POSTAVA hubená,BARVA VLASŮ černé,BARVA OČÍ hnědá
13520511110014;;1970;VN;POSTAVA hubená,BARVA VLASŮ černé,TVAR VLASŮ rovné,BARVA OČÍ černá
21280210170403;;1962;VN;POSTAVA hubená,BARVA VLASŮ černé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
12161217010104;;1965;VN;POSTAVA hubená,BARVA VLASŮ černé,TVAR VLASŮ rovné,BARVA OČÍ hnědá
11141208150304;;1957;VN;2
8410504160402;;1982;VN;POSTAVA střední,BARVA VLASŮ hnědočerné
